"sec"	µA	"mV"
10119.404	-0.848337658680975	0.0766191184520721
10120.416	-0.930254813283682	0.114684671163559
10121.428	-0.766420504078269	0
10122.44	-1.01217196788639	0.0380655489861965
10123.45	-0.930254813283682	0.0380655489861965
10124.462	-0.930254813283682	-0.0380655489861965
10125.474	-1.01217196788639	0.0380655489861965
10126.484	-0.930254813283682	0.0766191184520721
10127.497	-0.930254813283682	0
10128.507	-1.0951393051073	0.0766191184520721
10129.519	-0.930254813283682	0.0380655489861965
10130.53	-0.848337658680975	0.0380655489861965
10131.541	-0.848337658680975	0
10132.553	-0.930254813283682	0.0380655489861965
10133.564	-0.930254813283682	0
10134.576	-1.0951393051073	-0.076131097972393
10135.586	-0.930254813283682	0
10136.598	-0.848337658680975	0
10137.609	-1.01217196788639	0
10138.621	-1.01217196788639	0
10139.632	-1.0951393051073	0.114684671163559
10140.643	-0.766420504078269	0.0766191184520721
10141.654	-0.848337658680975	0.0380655489861965
10142.665	-1.0951393051073	0.114684671163559
10143.677	-0.930254813283682	0
10144.688	-0.848337658680975	0
10145.7	-1.0951393051073	-0.0380655489861965
10146.711	-0.766420504078269	-0.0380655489861965
10147.723	-0.930254813283682	0
10148.734	-0.848337658680975	0
10149.746	-0.930254813283682	0.0380655489861965
10150.757	-0.848337658680975	0.0766191184520721
10151.769	-0.930254813283682	0.0766191184520721
10152.78	-0.930254813283682	0
10153.791	-0.930254813283682	0
10154.802	-0.848337658680975	0.0766191184520721
10155.813	-1.01217196788639	0
10156.825	-0.848337658680975	0
10157.836	-0.766420504078269	0.0766191184520721
10158.848	-1.01217196788639	0
10159.859	-1.01217196788639	0.0766191184520721
10160.87	-0.930254813283682	0.0766191184520721
10161.882	-0.848337658680975	0.0766191184520721
10162.893	-0.930254813283682	-0.0380655489861965
10163.905	-0.848337658680975	0.0380655489861965
10164.916	-1.01217196788639	0
10165.928	-0.930254813283682	0.114684671163559
10166.939	-0.930254813283682	0.0380655489861965
10167.951	-0.848337658680975	0.0380655489861965
10168.962	-0.930254813283682	0
10169.973	-1.0951393051073	0
10170.985	-0.930254813283682	0
10171.996	-0.848337658680975	0
10173.008	-1.01217196788639	0.0380655489861965
10174.019	-1.01217196788639	0.114684671163559
10175.03	-0.930254813283682	0.0380655489861965
10176.041	0.0538012063771021	0.0380655489861965
