"sec"	µA	"mV"
1.023	0	29.6628227233887
2.034	0	29.6628227233887
3.046	0	29.6628227233887
4.057	0	29.6247577667236
5.069	0	29.6628227233887
6.08	0	29.5862045288086
7.092	0	29.5862045288086
8.103	0	29.5481395721436
9.115	0	29.5100727081299
10.126	0	29.5100727081299
11.137	0	29.6628227233887
12.149	0	29.5862045288086
13.16	0	29.6247577667236
14.173	0	29.5862045288086
15.184	0	29.6247577667236
16.195	0	29.5862045288086
17.205	0	29.5481395721436
18.217	0	29.5862045288086
19.229	0	29.5100727081299
20.24	0	29.5100727081299
21.252	0	29.5100727081299
22.262	0	29.5862045288086
23.275	0	29.6247577667236
24.285	0	29.5100727081299
25.297	0	29.5481395721436
26.309	0	29.4339427947998
27.319	0	29.4720077514648
28.331	0	29.4720077514648
29.343	0	29.4720077514648
30.355	0	29.3578109741211
31.365	0	29.3578109741211
32.378	0	29.3958759307861
33.388	0	29.3197460174561
34.4	0	29.2431259155273
35.411	0	29.3197460174561
36.422	0	29.2431259155273
37.434	0	29.2811908721924
38.445	0	29.2431259155273
39.457	0	29.3197460174561
40.468	0	29.2050609588623
41.48	0	29.3197460174561
42.491	0	29.2811908721924
43.502	0	29.2431259155273
44.513	0	29.3197460174561
45.524	0	29.2811908721924
46.536	0	29.2050609588623
47.547	0	29.2811908721924
48.559	0	29.2811908721924
49.571	0	29.1289291381836
50.583	0	29.1289291381836
51.594	0	29.1289291381836
52.606	0	29.1669960021973
53.617	0	29.0908641815186
54.627	0	29.1669960021973
55.639	0	29.2050609588623
56.65	0	29.2050609588623
57.662	0	29.1289291381836
58.672	0	29.0147323608398
59.684	0	29.0147323608398
60.694	0	29.0147323608398
61.706	0	29.0147323608398
62.717	0	29.0147323608398
63.729	0	29.0147323608398
64.74	0	29.0147323608398
65.751	0	29.1289291381836
66.763	0	28.9761791229248
67.775	0	29.0527992248535
68.787	0	28.9381141662598
69.798	0	29.0147323608398
70.808	0	28.9761791229248
71.82	0	29.0527992248535
72.832	0	29.0527992248535
73.843	0	29.0147323608398
74.854	0	28.9381141662598
75.866	0	29.0147323608398
76.877	0	29.0908641815186
77.888	0	29.0147323608398
78.9	0	29.0147323608398
79.911	0	28.9761791229248
80.922	0	29.0527992248535
81.968	0	29.0527992248535
82.95	0	29.0147323608398
83.957	0	28.9381141662598
84.969	0	28.9761791229248
86.028	0	28.823917388916
86.992	0	28.8619823455811
88.003	0	29.0147323608398
89.014	0	29.0147323608398
90.026	0	28.9000492095947
91.037	0	28.9381141662598
92.049	0	28.9381141662598
93.06	0	29.1289291381836
94.072	0	28.9761791229248
95.083	0	28.9381141662598
96.094	0	28.9381141662598
97.104	0	28.9381141662598
98.116	0	29.0147323608398
99.128	0	29.0147323608398
100.139	0	28.9381141662598
100.452	-0.766420504078269	28.9000492095947
101.151	-6.26327143982053	0.0766191184520721
102.162	-3.14621883444488	0.0766191184520721
103.173	-1.99727830477059	0.114684671163559
104.185	-1.58664223272353	0.0766191184520721
105.197	-1.83344387914985	0.114684671163559
106.207	-1.83344387914985	0.0766191184520721
107.219	-1.42280792351812	0.0380655489861965
108.23	-1.17705645971	0.0380655489861965
109.241	-1.0951393051073	0.0766191184520721
110.253	-1.34089076891541	0.114684671163559
111.264	-1.50472507812083	0
112.276	-1.25897361431271	0.0766191184520721
113.287	-1.17705645971	0.0766191184520721
114.299	-0.930254813283682	0.0380655489861965
115.309	-1.17705645971	0.0766191184520721
116.321	-0.930254813283682	0.0380655489861965
117.332	-1.0951393051073	0.0380655489861965
118.343	-0.930254813283682	0.114684671163559
119.355	-0.930254813283682	0.114684671163559
120.365	-0.848337658680975	0.0766191184520721
121.377	-0.848337658680975	0.0766191184520721
122.388	-0.930254813283682	0.114684671163559
123.4	-0.930254813283682	0.0766191184520721
124.411	-0.930254813283682	0.114684671163559
125.423	-0.930254813283682	0.0380655489861965
126.434	-0.848337658680975	0
127.446	-0.930254813283682	0.114684671163559
128.457	-0.848337658680975	0.114684671163559
129.468	-0.848337658680975	0
130.48	-1.0951393051073	0.0766191184520721
131.491	-0.930254813283682	0.114684671163559
132.503	-0.848337658680975	0.114684671163559
133.514	-0.848337658680975	0.0766191184520721
134.526	-0.930254813283682	0.0766191184520721
135.536	-0.848337658680975	0.0766191184520721
136.547	-0.930254813283682	0.114684671163559
