sec"    "µA"    "mV
538,071    -1,75152672454715    0,0766191184520721
539,081    -1,75152672454715    0,0766191184520721
540,09    -1,58664223272353    0,190815761685371
541,102    -1,75152672454715    0,190815761685371
542,114    -1,50472507812083    0,152750223875046
543,126    -1,75152672454715    0,152750223875046
544,137    -1,0951393051073    0,114684671163559
545,149    -1,83344387914985    0,228881314396858
546,159    -1,83344387914985    0,228881314396858
547,172    -1,50472507812083    0,114684671163559
548,183    -1,34089076891541    0,114684671163559
549,193    -1,83344387914985    0,114684671163559
550,205    -1,83344387914985    0,152750223875046
551,217    -1,66855938732624    0,114684671163559
552,228    -1,42280792351812    0,0766191184520721
553,24    -1,99727830477059    0,266946852207184
554,251    -1,75152672454715    0,114684671163559
555,263    -1,66855938732624    0,114684671163559
556,274    -1,66855938732624    0
557,285    -1,34089076891541    0,190815761685371
558,297    -1,25897361431271    0,114684671163559
559,308    -1,99727830477059    0,0766191184520721
560,318    -1,0951393051073    0,114684671163559
561,331    -1,25897361431271    0,114684671163559
562,342    -1,17705645971    -0,0380655489861965
563,354    -1,75152672454715    0,0766191184520721
564,365    -1,58664223272353    0,114684671163559
565,377    -1,75152672454715    0,152750223875046
566,387    -1,99727830477059    0,114684671163559
567,398    -1,83344387914985    0,190815761685371
568,411    -1,42280792351812    0,114684671163559
569,421    -1,83344387914985    0,114684671163559
570,434    -1,34089076891541    0,0766191184520721
571,445    -1,66855938732624    0,152750223875046
572,457    -1,75152672454715    0,114684671163559
573,468    -1,0951393051073    0,190815761685371
574,48    -1,75152672454715    0,190815761685371
575,49    -1,75152672454715    0,114684671163559
576,501    -1,50472507812083    0,114684671163559
577,514    -1,83344387914985    0,0766191184520721
578,524    -1,66855938732624    0,190815761685371
579,535    -1,58664223272353    0,114684671163559
580,547    -1,34089076891541    0,114684671163559
581,558    -1,50472507812083    0,114684671163559
582,57    -1,0951393051073    0,114684671163559
583,581    -1,58664223272353    0,190815761685371
584,592    -1,34089076891541    0,114684671163559
585,604    -1,83344387914985    0,152750223875046
586,615    -1,0951393051073    0,190815761685371
587,627    -1,50472507812083    0,0766191184520721
588,638    -1,17705645971    0,114684671163559
589,649    -1,50472507812083    0,152750223875046
590,662    -1,17705645971    0,152750223875046
591,673    -1,66855938732624    0,114684671163559
592,684    -1,83344387914985    0,114684671163559
593,695    -1,0951393051073    0,0766191184520721
594,706    -1,58664223272353    0,114684671163559
595,718    -1,34089076891541    0,114684671163559
596,729    -1,34089076891541    0
597,741    -1,75152672454715    0,0380655489861965
598,752    -1,58664223272353    0,0766191184520721
599,763    -1,58664223272353    0,0766191184520721
600,773    -1,83344387914985    0,0766191184520721
601,069    0    0,190815761685371
601,784    0    0,266946852207184
602,796    0    0,41969707608223
603,807    0    0,457762628793716
604,819    0    0,571959257125854
605,83    0    0,648090362548828
606,841    0    0,724709510803223
607,853    0    0,800840616226196
608,864    0    0,838906168937683
609,876    0    -1718,63146972656
610,887    0    -1232,78454589844
611,899    0    -556,419250488281
612,91    0    -588,559753417969
613,922    0    -664,736755371094
614,933    0    -1111,00817871094
615,944    0    -675,831359863281
616,956    0    -1419,29992675781
617,967    0    -582,459533691406
618,978    0    -366,624908447266
619,989    0    -247,517333984375
621,001    0    -472,845855712891
622,012    0    -509,790435791016
623,024    0    24,0198497772217
624,035    0    1009,40124511719
625,046    0    24,0959815979004
626,058    0    23,9817848205566
627,069    0    23,8675880432129
628,081    0    23,9817848205566
629,092    0    23,9056529998779
630,104    0    23,8675880432129
631,115    0    23,7909679412842
632,127    0    23,6006412506104
633,138    0    23,6006412506104
634,149    0    23,6006412506104
635,161    0    23,6006412506104
636,172    0    23,4098243713379
637,184    0    23,5625743865967
638,194    0    23,4859561920166
639,206    0    23,4478912353516
640,217    0    23,5245094299316
641,229    0    23,4859561920166
642,24    0    23,4478912353516
643,251    0    23,4478912353516
644,263    0    23,3336944580078
645,274    0    23,3717594146729
646,286    0    23,2575626373291
647,297    0    23,2575626373291
648,309    0    23,2575626373291
649,32    0    23,2575626373291
650,332    0    23,180944442749
651,343    0    23,1048126220703
652,354    0    23,0667476654053
653,366    0    23,0286808013916
654,377    0    22,9906158447266
655,389    0    22,9906158447266
656,4    0    22,9525508880615
657,412    0    23,0286808013916
658,422    0    22,9525508880615
659,434    0    22,8759307861328
660,445    0    22,8759307861328
661,456    0    22,8759307861328
662,468    0    22,8378658294678
663,479    0    22,9144840240479
664,49    0    22,9144840240479
665,502    0    22,8378658294678
666,513    0    22,8378658294678
667,524    0    22,8759307861328
668,536    0    22,7617340087891
669,547    0    22,7998008728027
670,559    0    22,685604095459
671,57    0    22,5709190368652
672,582    0    22,685604095459
673,594    0    22,5709190368652
674,604    0    22,5328521728516
675,616    0    22,5328521728516
676,628    0    22,4947872161865
677,639    0    22,5709190368652
678,649    0    22,5328521728516
679,66    0    22,3805904388428
680,673    0    22,4567222595215
681,684    0    22,3805904388428
682,695    0    22,3805904388428
683,707    0    22,3044605255127
684,719    0    22,3805904388428
685,729    0    22,4186573028564
686,742    0    22,265905380249
687,753    0    22,265905380249
688,764    0    22,265905380249
689,776    0    22,1517105102539
690,786    0    22,227840423584
691,798    0    22,1136436462402
692,809    0    22,1136436462402
693,821    0    22,0375137329102
694,832    0    22,1136436462402
695,845    0    22,1517105102539
696,855    0    22,227840423584
697,866    0    22,1897754669189
698,877    0    22,1136436462402
699,889    0    22,1136436462402
700,901    0    22,0755786895752
701,912    0    22,0375137329102
702,924    0    21,9994468688965
703,935    0    21,9994468688965
704,946    0    21,9608936309814
705,958    0    21,9608936309814
706,969    0    21,8847618103027
707,98    0    21,8847618103027
708,992    0    21,8847618103027
710,003    0    21,8466968536377
711,015    0    21,8847618103027
712,027    0    21,8466968536377
713,037    0    21,8466968536377
714,049    0    21,6944351196289
715,06    0    21,6944351196289
716,071    0    21,6944351196289
717,082    0    21,6944351196289
718,094    0    21,6178150177002
719,106    0    21,5797500610352
720,115    0    21,5797500610352
721,128    0    21,6178150177002
722,138    0    21,6178150177002
723,15    0    21,5036201477051
724,162    0    21,4655532836914
725,172    0    21,3894233703613
726,185    0    21,3894233703613
727,195    0    21,3128032684326
728,207    0    21,3128032684326
729,219    0    21,3128032684326
730,23    0    21,2747383117676
731,242    0    21,2366714477539
732,252    0    21,1605415344238
733,264    0    21,2366714477539
734,276    0    21,3128032684326
735,287    0    21,1605415344238
736,297    0    21,1605415344238
737,309    0    21,1605415344238
738,321    0    21,1605415344238
739,333    0    21,0458564758301
740,344    0    20,9316596984863
741,355    0    20,9697246551514
742,366    0    21,007791519165
743,377    0    20,9697246551514
744,389    0    20,8935947418213
745,401    0    20,9316596984863
746,412    0    20,8174629211426
747,424    0    20,8935947418213
748,436    0    20,8935947418213
749,447    0    20,7793979644775
750,458    0    20,7408447265625
751,469    0    20,5885810852051
752,48    0    20,5885810852051
753,492    0    20,6266479492188
754,503    0    20,5885810852051
755,515    0    20,55051612854
756,525    0    20,512451171875
757,537    0    20,5885810852051
758,548    0    20,5885810852051
759,559    0    20,4358310699463
760,571    0    20,4358310699463
761,582    0    20,3977661132813
762,594    0    20,3597011566162
763,605    0    20,3216342926025
764,617    0    20,3216342926025
765,628    0    20,2455043792725
766,64    0    20,2455043792725
767,651    0    20,2835693359375
768,662    0    20,2074375152588
769,674    0    20,2074375152588
770,685    0    20,2455043792725
771,697    0    20,0927543640137
772,708    0    20,0927543640137
773,72    0    20,016622543335
774,731    0    20,016622543335
775,741    0    20,016622543335
776,753    0    20,0927543640137
777,764    0    20,016622543335
778,776    0    20,016622543335
779,787    0    19,9785575866699
780,798    0    19,9404907226563
781,809    0    19,8258075714111
782,821    0    19,7877407073975
783,832    0    19,8258075714111
784,844    0    19,8258075714111
785,855    0    19,8258075714111
786,866    0    19,7496757507324
787,878    0    19,8258075714111
788,889    0    19,5974140167236
789,901    0    19,5974140167236
790,912    0    19,6354789733887
791,924    0    19,5207939147949
792,935    0    19,5207939147949
793,946    0    19,5207939147949
794,958    0    19,5207939147949
795,968    0    19,5207939147949
796,98    0    19,5207939147949
797,991    0    19,4446640014648
799,003    0    19,4446640014648
800,014    0    19,4065971374512
801,026    0    19,3685321807861
802,037    0    19,2157821655273
803,048    0    19,2543354034424
804,06    0    19,2924003601074
805,071    0    19,2157821655273
806,083    0    19,1777172088623
807,094    0    19,1396503448486
808,106    0    19,1396503448486
809,117    0    19,0254535675049
810,129    0    19,0254535675049
811,14    0    19,0254535675049
812,151    0    19,0635204315186
813,163    0    19,1015853881836
814,174    0    18,9493236541748
815,186    0    18,9493236541748
816,197    0    18,9107704162598
817,208    0    18,9107704162598
818,219    0    18,9107704162598
819,232    0    18,8727035522461
820,243    0    18,8346385955811
821,254    0    18,8346385955811
822,266    0    18,6823768615723
823,277    0    18,6443099975586
824,289    0    18,7204418182373
825,299    0    18,6443099975586
826,312    0    18,7204418182373
827,322    0    18,6057567596436
828,334    0    18,5296268463135
829,345    0    18,5296268463135
830,356    0    18,6057567596436
831,369    0    18,5296268463135
832,379    0    18,5296268463135
833,391    0    18,5296268463135
834,402    0    18,4154300689697
835,414    0    18,4154300689697
836,424    0    18,4154300689697
837,437    0    18,4154300689697
838,447    0    18,2626800537109
839,458    0    18,339298248291
840,469    0    18,300745010376
841,48    0    18,2626800537109
842,493    0    18,2626800537109
843,504    0    18,2246131896973
844,515    0    18,2246131896973
845,526    0    18,1484832763672
846,539    0    18,1484832763672
847,55    0    18,0723514556885
848,561    0    18,1104164123535
849,573    0    17,9957332611084
850,583    0    18,0723514556885
851,595    0    17,9957332611084
852,606    0    17,9576663970947
853,618    0    17,9576663970947
854,628    0    17,8815364837646
855,641    0    17,843469619751
856,651    0    17,8054046630859
857,662    0    17,8054046630859
858,675    0    17,7292728424072
859,685    0    17,843469619751
860,697    0    17,7292728424072
861,708    0    17,7292728424072
862,72    0    17,7292728424072
863,731    0    17,7292728424072
864,744    0    17,6907196044922
865,754    0    17,6145896911621
866,765    0    17,5765228271484
867,778    0    17,5765228271484
868,789    0    17,5765228271484
869,8    0    17,5003929138184
870,812    0    17,5765228271484
871,824    0    17,3857078552246
872,835    0    17,5003929138184
873,846    0    17,4623260498047
